Simulation ID,Rules,Timestamp,Station ID,Order ID,Task Name,Event Type,Details
Simulation9,EDD + PST,12.00,D-2,O-14,T4,Task Added,
Simulation9,EDD + PST,12.00,N/A,O-15,N/A,Order Released,Periodic Release
Simulation9,EDD + PST,12.00,D-1,O-15,T4,Task Added,
Simulation9,EDD + PST,12.00,N/A,O-11,N/A,Order Release Rejected,Periodic Release - Overloaded Stations: Station D-3: 6.63
Simulation9,EDD + PST,12.00,N/A,O-13,N/A,Order Release Rejected,Periodic Release - Overloaded Stations: Station D-3: 6.63
Simulation9,EDD + PST,12.46,E-1,O-1,T5,Task Complete,"TWT: 2.11, TIT: 10.35"
Simulation9,EDD + PST,12.46,N/A,O-1,N/A,Order Finished,
Simulation9,EDD + PST,12.46,E-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,12.46,C-1,O-3,T3,Task Complete,"TWT: 5.32, TIT: 7.14"
Simulation9,EDD + PST,12.46,N/A,O-3,N/A,Order Finished,
Simulation9,EDD + PST,12.46,C-1,O-6,T3,Task Start,Process time: 2.76
Simulation9,EDD + PST,12.57,D-3,O-9,T4,Task Complete,"TWT: 8.79, TIT: 3.78"
Simulation9,EDD + PST,12.57,A-2,O-9,T1,Task Added,
Simulation9,EDD + PST,12.57,D-3,N/A,N/A,Idle Start,
Simulation9,EDD + PST,12.57,D-3,O-11,T4,Order Released,Continuous Release
Simulation9,EDD + PST,12.57,D-3,O-11,T4,Task Added,
Simulation9,EDD + PST,12.57,D-3,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,12.57,D-3,O-11,T4,Task Start,Process time: 4.32
Simulation9,EDD + PST,12.73,A-1,O-2,T1,Task Complete,"TWT: 7.78, TIT: 4.95"
Simulation9,EDD + PST,12.73,B-2,O-2,T2,Task Added,
Simulation9,EDD + PST,12.73,C-2,O-2,T3,Task Added,
Simulation9,EDD + PST,12.73,A-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,12.97,B-2,O-8,T2,Task Complete,"TWT: 4.30, TIT: 8.67"
Simulation9,EDD + PST,12.97,D-3,O-8,T4,Task Added,
Simulation9,EDD + PST,12.97,B-2,O-2,T2,Task Start,Process time: 2.85
Simulation9,EDD + PST,13.75,N/A,O-16,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,13.85,A-2,O-10,T1,Task Complete,"TWT: 8.39, TIT: 5.46"
Simulation9,EDD + PST,13.85,N/A,O-10,N/A,Order Finished,
Simulation9,EDD + PST,13.85,A-2,O-9,T1,Task Start,Process time: 0.95
Simulation9,EDD + PST,13.93,N/A,O-17,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,14.03,B-1,O-6,T2,Task Complete,"TWT: 6.69, TIT: 7.34"
Simulation9,EDD + PST,14.03,B-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,14.08,N/A,O-18,N/A,Order Arrival,3 tasks included
Simulation9,EDD + PST,14.08,A-1,O-18,T1,Order Released,Continuous Release
Simulation9,EDD + PST,14.08,A-1,O-18,T1,Task Added,
Simulation9,EDD + PST,14.08,A-1,N/A,N/A,Idle End,Idle duration: 1.35
Simulation9,EDD + PST,14.08,A-1,O-18,T1,Task Start,Process time: 2.67
Simulation9,EDD + PST,14.20,D-1,O-12,T4,Task Complete,"TWT: 12.15, TIT: 2.05"
Simulation9,EDD + PST,14.20,A-1,O-12,T1,Task Added,
Simulation9,EDD + PST,14.20,D-1,O-15,T4,Task Start,Process time: 3.06
Simulation9,EDD + PST,14.28,D-2,O-5,T4,Task Complete,"TWT: 11.15, TIT: 3.13"
Simulation9,EDD + PST,14.28,N/A,O-5,N/A,Order Finished,
Simulation9,EDD + PST,14.28,D-2,O-14,T4,Task Start,Process time: 4.25
Simulation9,EDD + PST,14.49,C-2,O-8,T3,Task Complete,"TWT: 6.40, TIT: 8.09"
Simulation9,EDD + PST,14.49,C-2,O-2,T3,Task Start,Process time: 2.95
Simulation9,EDD + PST,14.52,N/A,O-19,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,14.80,A-2,O-9,T1,Task Complete,"TWT: 9.34, TIT: 5.46"
Simulation9,EDD + PST,14.80,B-1,O-9,T2,Task Added,
Simulation9,EDD + PST,14.80,C-1,O-9,T3,Task Added,
Simulation9,EDD + PST,14.80,B-1,N/A,N/A,Idle End,Idle duration: 0.76
Simulation9,EDD + PST,14.80,B-1,O-9,T2,Task Start,Process time: 2.42
Simulation9,EDD + PST,14.80,A-2,O-7,T1,Task Start,Process time: 4.57
Simulation9,EDD + PST,15.14,N/A,O-20,N/A,Order Arrival,3 tasks included
Simulation9,EDD + PST,15.22,C-1,O-6,T3,Task Complete,"TWT: 8.08, TIT: 7.14"
Simulation9,EDD + PST,15.22,N/A,O-6,N/A,Order Finished,
Simulation9,EDD + PST,15.22,C-1,O-9,T3,Task Start,Process time: 1.66
Simulation9,EDD + PST,15.82,B-2,O-2,T2,Task Complete,"TWT: 7.15, TIT: 8.67"
Simulation9,EDD + PST,15.82,E-1,O-2,T5,Task Added,
Simulation9,EDD + PST,15.82,E-1,N/A,N/A,Idle End,Idle duration: 3.36
Simulation9,EDD + PST,15.82,B-2,N/A,N/A,Idle Start,
Simulation9,EDD + PST,15.82,E-1,O-2,T5,Task Start,Process time: 4.52
Simulation9,EDD + PST,16.00,N/A,O-17,N/A,Order Released,Periodic Release
Simulation9,EDD + PST,16.00,D-1,O-17,T4,Task Added,
Simulation9,EDD + PST,16.00,N/A,O-20,N/A,Order Released,Periodic Release
Simulation9,EDD + PST,16.00,A-2,O-20,T1,Task Added,
Simulation9,EDD + PST,16.00,N/A,O-19,N/A,Order Released,Periodic Release
Simulation9,EDD + PST,16.00,A-2,O-19,T1,Task Added,
Simulation9,EDD + PST,16.00,N/A,O-16,N/A,Order Released,Periodic Release
Simulation9,EDD + PST,16.00,D-2,O-16,T4,Task Added,
Simulation9,EDD + PST,16.00,N/A,O-13,N/A,Order Release Rejected,Periodic Release - Overloaded Stations: Station D-3: 8.44
Simulation9,EDD + PST,16.50,N/A,O-21,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,16.75,A-1,O-18,T1,Task Complete,"TWT: 10.45, TIT: 6.30"
Simulation9,EDD + PST,16.75,B-2,O-18,T2,Task Added,
Simulation9,EDD + PST,16.75,C-1,O-18,T3,Task Added,
Simulation9,EDD + PST,16.75,B-2,N/A,N/A,Idle End,Idle duration: 0.93
Simulation9,EDD + PST,16.75,B-2,O-18,T2,Task Start,Process time: 7.69
Simulation9,EDD + PST,16.75,A-1,O-12,T1,Task Start,Process time: 2.49
Simulation9,EDD + PST,16.88,C-1,O-9,T3,Task Complete,"TWT: 9.74, TIT: 7.14"
Simulation9,EDD + PST,16.88,C-1,O-18,T3,Task Start,Process time: 1.23
Simulation9,EDD + PST,16.89,D-3,O-11,T4,Task Complete,"TWT: 13.11, TIT: 3.78"
Simulation9,EDD + PST,16.89,N/A,O-11,N/A,Order Finished,
Simulation9,EDD + PST,16.89,D-3,O-8,T4,Task Start,Process time: 4.12
Simulation9,EDD + PST,17.22,B-1,O-9,T2,Task Complete,"TWT: 9.11, TIT: 8.11"
Simulation9,EDD + PST,17.22,N/A,O-9,N/A,Order Finished,
Simulation9,EDD + PST,17.22,B-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,17.26,D-1,O-15,T4,Task Complete,"TWT: 15.21, TIT: 2.05"
Simulation9,EDD + PST,17.26,A-1,O-15,T1,Task Added,
Simulation9,EDD + PST,17.26,D-1,O-17,T4,Task Start,Process time: 3.12
Simulation9,EDD + PST,17.44,C-2,O-2,T3,Task Complete,"TWT: 9.35, TIT: 8.09"
Simulation9,EDD + PST,17.44,C-2,N/A,N/A,Idle Start,
Simulation9,EDD + PST,18.11,C-1,O-18,T3,Task Complete,"TWT: 10.97, TIT: 7.14"
Simulation9,EDD + PST,18.11,C-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,18.25,N/A,O-22,N/A,Order Arrival,3 tasks included
Simulation9,EDD + PST,18.53,D-2,O-14,T4,Task Complete,"TWT: 15.40, TIT: 3.13"
Simulation9,EDD + PST,18.53,A-1,O-14,T1,Task Added,
Simulation9,EDD + PST,18.53,D-2,O-16,T4,Task Start,Process time: 4.64
Simulation9,EDD + PST,19.24,A-1,O-12,T1,Task Complete,"TWT: 12.94, TIT: 6.30"
Simulation9,EDD + PST,19.24,B-1,O-12,T2,Task Added,
Simulation9,EDD + PST,19.24,C-1,O-12,T3,Task Added,
Simulation9,EDD + PST,19.24,B-1,N/A,N/A,Idle End,Idle duration: 2.02
Simulation9,EDD + PST,19.24,C-1,N/A,N/A,Idle End,Idle duration: 1.13
Simulation9,EDD + PST,19.24,B-1,O-12,T2,Task Start,Process time: 1.85
Simulation9,EDD + PST,19.24,C-1,O-12,T3,Task Start,Process time: 4.10
Simulation9,EDD + PST,19.24,A-1,O-15,T1,Task Start,Process time: 8.09
Simulation9,EDD + PST,19.37,A-2,O-7,T1,Task Complete,"TWT: 13.91, TIT: 5.46"
Simulation9,EDD + PST,19.37,N/A,O-7,N/A,Order Finished,
Simulation9,EDD + PST,19.37,A-2,O-20,T1,Task Start,Process time: 3.01
Simulation9,EDD + PST,20.00,N/A,O-21,N/A,Order Released,Periodic Release
Simulation9,EDD + PST,20.00,D-1,O-21,T4,Task Added,
Simulation9,EDD + PST,20.00,N/A,O-13,N/A,Order Release Rejected,Periodic Release - Overloaded Stations: Station D-1: 7.47
Simulation9,EDD + PST,20.00,N/A,O-22,N/A,Order Released,Periodic Release
Simulation9,EDD + PST,20.00,A-2,O-22,T1,Task Added,
Simulation9,EDD + PST,20.34,E-1,O-2,T5,Task Complete,"TWT: 6.63, TIT: 13.71"
Simulation9,EDD + PST,20.34,N/A,O-2,N/A,Order Finished,
Simulation9,EDD + PST,20.34,E-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,20.38,D-1,O-17,T4,Task Complete,"TWT: 18.33, TIT: 2.05"
Simulation9,EDD + PST,20.38,N/A,O-17,N/A,Order Finished,
Simulation9,EDD + PST,20.38,D-1,O-21,T4,Task Start,Process time: 4.35
Simulation9,EDD + PST,21.01,D-3,O-8,T4,Task Complete,"TWT: 17.23, TIT: 3.78"
Simulation9,EDD + PST,21.01,E-1,O-8,T5,Task Added,
Simulation9,EDD + PST,21.01,E-1,N/A,N/A,Idle End,Idle duration: 0.67
Simulation9,EDD + PST,21.01,D-3,N/A,N/A,Idle Start,
Simulation9,EDD + PST,21.01,D-3,O-13,T4,Order Released,Continuous Release
Simulation9,EDD + PST,21.01,D-3,O-13,T4,Task Added,
Simulation9,EDD + PST,21.01,E-1,O-8,T5,Task Start,Process time: 7.02
Simulation9,EDD + PST,21.01,D-3,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,21.01,D-3,O-13,T4,Task Start,Process time: 3.74
Simulation9,EDD + PST,21.06,N/A,O-23,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,21.09,B-1,O-12,T2,Task Complete,"TWT: 10.96, TIT: 10.13"
Simulation9,EDD + PST,21.09,B-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,21.45,N/A,O-24,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,21.55,N/A,O-25,N/A,Order Arrival,3 tasks included
Simulation9,EDD + PST,21.65,N/A,O-26,N/A,Order Arrival,5 tasks included
Simulation9,EDD + PST,22.38,A-2,O-20,T1,Task Complete,"TWT: 16.92, TIT: 5.46"
Simulation9,EDD + PST,22.38,B-2,O-20,T2,Task Added,
Simulation9,EDD + PST,22.38,C-2,O-20,T3,Task Added,
Simulation9,EDD + PST,22.38,C-2,N/A,N/A,Idle End,Idle duration: 4.93
Simulation9,EDD + PST,22.38,C-2,O-20,T3,Task Start,Process time: 1.83
Simulation9,EDD + PST,22.38,A-2,O-19,T1,Task Start,Process time: 2.07
Simulation9,EDD + PST,22.89,N/A,O-27,N/A,Order Arrival,4 tasks included
Simulation9,EDD + PST,23.17,D-2,O-16,T4,Task Complete,"TWT: 20.04, TIT: 3.13"
Simulation9,EDD + PST,23.17,N/A,O-16,N/A,Order Finished,
Simulation9,EDD + PST,23.17,D-2,N/A,N/A,Idle Start,
Simulation9,EDD + PST,23.17,D-2,O-27,T4,Order Released,Continuous Release
Simulation9,EDD + PST,23.17,D-2,O-27,T4,Task Added,
Simulation9,EDD + PST,23.17,D-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,23.17,D-2,O-27,T4,Task Start,Process time: 3.25
Simulation9,EDD + PST,23.34,C-1,O-12,T3,Task Complete,"TWT: 15.07, TIT: 8.27"
Simulation9,EDD + PST,23.34,N/A,O-12,N/A,Order Finished,
Simulation9,EDD + PST,23.34,C-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,24.00,N/A,O-25,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 7.94, Station B-2: 10.38"
Simulation9,EDD + PST,24.00,N/A,O-24,N/A,Order Release Rejected,Periodic Release - Overloaded Stations: Station B-2: 10.38
Simulation9,EDD + PST,24.00,N/A,O-23,N/A,Order Release Rejected,Periodic Release - Overloaded Stations: Station B-2: 10.38
Simulation9,EDD + PST,24.00,N/A,O-26,N/A,Order Release Rejected,Periodic Release - Overloaded Stations: Station B-2: 10.38
Simulation9,EDD + PST,24.03,N/A,O-28,N/A,Order Arrival,5 tasks included
Simulation9,EDD + PST,24.21,C-2,O-20,T3,Task Complete,"TWT: 11.18, TIT: 13.03"
Simulation9,EDD + PST,24.21,C-2,N/A,N/A,Idle Start,
Simulation9,EDD + PST,24.44,B-2,O-18,T2,Task Complete,"TWT: 14.84, TIT: 9.60"
Simulation9,EDD + PST,24.44,N/A,O-18,N/A,Order Finished,
Simulation9,EDD + PST,24.44,B-2,O-20,T2,Task Start,Process time: 1.76
Simulation9,EDD + PST,24.45,A-2,O-19,T1,Task Complete,"TWT: 18.99, TIT: 5.46"
Simulation9,EDD + PST,24.45,N/A,O-19,N/A,Order Finished,
Simulation9,EDD + PST,24.45,A-2,O-22,T1,Task Start,Process time: 2.97
Simulation9,EDD + PST,24.73,D-1,O-21,T4,Task Complete,"TWT: 22.68, TIT: 2.05"
Simulation9,EDD + PST,24.73,N/A,O-21,N/A,Order Finished,
Simulation9,EDD + PST,24.73,D-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,24.73,D-1,O-24,T4,Order Released,Continuous Release
Simulation9,EDD + PST,24.73,D-1,O-24,T4,Task Added,
Simulation9,EDD + PST,24.73,D-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,24.73,D-1,O-24,T4,Task Start,Process time: 5.22
Simulation9,EDD + PST,24.75,D-3,O-13,T4,Task Complete,"TWT: 20.97, TIT: 3.78"
Simulation9,EDD + PST,24.75,A-2,O-13,T1,Task Added,
Simulation9,EDD + PST,24.75,D-3,N/A,N/A,Idle Start,
Simulation9,EDD + PST,24.75,D-3,O-23,T4,Order Released,Continuous Release
Simulation9,EDD + PST,24.75,D-3,O-23,T4,Task Added,
Simulation9,EDD + PST,24.75,D-3,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,24.75,D-3,O-23,T4,Task Start,Process time: 3.45
Simulation9,EDD + PST,25.41,N/A,O-29,N/A,Order Arrival,4 tasks included
Simulation9,EDD + PST,25.98,N/A,O-30,N/A,Order Arrival,5 tasks included
Simulation9,EDD + PST,26.20,B-2,O-20,T2,Task Complete,"TWT: 16.60, TIT: 9.60"
Simulation9,EDD + PST,26.20,N/A,O-20,N/A,Order Finished,
Simulation9,EDD + PST,26.20,B-2,N/A,N/A,Idle Start,
Simulation9,EDD + PST,26.22,N/A,O-31,N/A,Order Arrival,5 tasks included
Simulation9,EDD + PST,26.42,D-2,O-27,T4,Task Complete,"TWT: 23.29, TIT: 3.13"
Simulation9,EDD + PST,26.42,A-2,O-27,T1,Task Added,
Simulation9,EDD + PST,26.42,D-2,N/A,N/A,Idle Start,
Simulation9,EDD + PST,26.42,D-2,O-31,T4,Order Released,Continuous Release
Simulation9,EDD + PST,26.42,D-2,O-31,T4,Task Added,
Simulation9,EDD + PST,26.42,D-2,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,26.42,D-2,O-31,T4,Task Start,Process time: 4.58
Simulation9,EDD + PST,26.93,N/A,O-32,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,27.33,A-1,O-15,T1,Task Complete,"TWT: 21.03, TIT: 6.30"
Simulation9,EDD + PST,27.33,B-1,O-15,T2,Task Added,
Simulation9,EDD + PST,27.33,C-2,O-15,T3,Task Added,
Simulation9,EDD + PST,27.33,B-1,N/A,N/A,Idle End,Idle duration: 6.24
Simulation9,EDD + PST,27.33,C-2,N/A,N/A,Idle End,Idle duration: 3.12
Simulation9,EDD + PST,27.33,B-1,O-15,T2,Task Start,Process time: 4.01
Simulation9,EDD + PST,27.33,C-2,O-15,T3,Task Start,Process time: 3.93
Simulation9,EDD + PST,27.33,A-1,O-14,T1,Task Start,Process time: 1.22
Simulation9,EDD + PST,27.42,A-2,O-22,T1,Task Complete,"TWT: 21.96, TIT: 5.46"
Simulation9,EDD + PST,27.42,B-1,O-22,T2,Task Added,
Simulation9,EDD + PST,27.42,C-2,O-22,T3,Task Added,
Simulation9,EDD + PST,27.42,A-2,O-27,T1,Task Start,Process time: 5.54
Simulation9,EDD + PST,28.00,N/A,O-28,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station B-1: 12.19, Station C-2: 10.82, Station D-2: 13.25"
Simulation9,EDD + PST,28.00,N/A,O-30,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station B-1: 12.19, Station C-2: 10.82, Station D-2: 13.25"
Simulation9,EDD + PST,28.00,N/A,O-25,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 6.81, Station B-1: 12.19, Station C-2: 10.82, Station D-2: 13.25"
Simulation9,EDD + PST,28.00,N/A,O-26,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station B-1: 12.19, Station C-2: 10.82, Station D-2: 13.25"
Simulation9,EDD + PST,28.00,N/A,O-32,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station B-1: 12.19, Station C-2: 10.82, Station D-2: 13.25"
Simulation9,EDD + PST,28.00,N/A,O-29,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station B-1: 12.19, Station C-2: 10.82, Station D-2: 13.25"
Simulation9,EDD + PST,28.03,E-1,O-8,T5,Task Complete,"TWT: 13.65, TIT: 14.38"
Simulation9,EDD + PST,28.03,N/A,O-8,N/A,Order Finished,
Simulation9,EDD + PST,28.03,E-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,28.20,D-3,O-23,T4,Task Complete,"TWT: 24.42, TIT: 3.78"
Simulation9,EDD + PST,28.20,N/A,O-23,N/A,Order Finished,
Simulation9,EDD + PST,28.20,D-3,N/A,N/A,Idle Start,
Simulation9,EDD + PST,28.55,A-1,O-14,T1,Task Complete,"TWT: 22.25, TIT: 6.30"
Simulation9,EDD + PST,28.55,N/A,O-14,N/A,Order Finished,
Simulation9,EDD + PST,28.55,A-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,28.55,A-1,O-28,T1,Order Released,Continuous Release
Simulation9,EDD + PST,28.55,A-1,O-28,T1,Task Added,
Simulation9,EDD + PST,28.55,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,28.55,A-1,O-28,T1,Task Start,Process time: 0.74
Simulation9,EDD + PST,29.12,N/A,O-33,N/A,Order Arrival,5 tasks included
Simulation9,EDD + PST,29.12,D-3,O-33,T4,Order Released,Continuous Release
Simulation9,EDD + PST,29.12,D-3,O-33,T4,Task Added,
Simulation9,EDD + PST,29.12,D-3,N/A,N/A,Idle End,Idle duration: 0.92
Simulation9,EDD + PST,29.12,D-3,O-33,T4,Task Start,Process time: 4.28
Simulation9,EDD + PST,29.29,A-1,O-28,T1,Task Complete,"TWT: 22.99, TIT: 6.30"
Simulation9,EDD + PST,29.29,B-2,O-28,T2,Task Added,
Simulation9,EDD + PST,29.29,C-1,O-28,T3,Task Added,
Simulation9,EDD + PST,29.29,B-2,N/A,N/A,Idle End,Idle duration: 3.09
Simulation9,EDD + PST,29.29,C-1,N/A,N/A,Idle End,Idle duration: 5.95
Simulation9,EDD + PST,29.29,A-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,29.29,A-1,O-30,T1,Order Released,Continuous Release
Simulation9,EDD + PST,29.29,A-1,O-30,T1,Task Added,
Simulation9,EDD + PST,29.29,B-2,O-28,T2,Task Start,Process time: 4.60
Simulation9,EDD + PST,29.29,C-1,O-28,T3,Task Start,Process time: 3.02
Simulation9,EDD + PST,29.29,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,29.29,A-1,O-30,T1,Task Start,Process time: 1.23
Simulation9,EDD + PST,29.83,N/A,O-34,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,29.95,D-1,O-24,T4,Task Complete,"TWT: 27.90, TIT: 2.05"
Simulation9,EDD + PST,29.95,N/A,O-24,N/A,Order Finished,
Simulation9,EDD + PST,29.95,D-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,29.95,D-1,O-34,T4,Order Released,Continuous Release
Simulation9,EDD + PST,29.95,D-1,O-34,T4,Task Added,
Simulation9,EDD + PST,29.95,D-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,29.95,D-1,O-34,T4,Task Start,Process time: 4.19
Simulation9,EDD + PST,30.52,A-1,O-30,T1,Task Complete,"TWT: 24.22, TIT: 6.30"
Simulation9,EDD + PST,30.52,B-2,O-30,T2,Task Added,
Simulation9,EDD + PST,30.52,C-1,O-30,T3,Task Added,
Simulation9,EDD + PST,30.52,A-1,N/A,N/A,Idle Start,
Simulation9,EDD + PST,30.52,A-1,O-25,T1,Order Released,Continuous Release
Simulation9,EDD + PST,30.52,A-1,O-25,T1,Task Added,
Simulation9,EDD + PST,30.52,A-1,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,30.52,A-1,O-25,T1,Task Start,Process time: 3.53
Simulation9,EDD + PST,30.73,N/A,O-35,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,30.88,N/A,O-36,N/A,Order Arrival,5 tasks included
Simulation9,EDD + PST,31.00,D-2,O-31,T4,Task Complete,"TWT: 27.87, TIT: 3.13"
Simulation9,EDD + PST,31.00,A-2,O-31,T1,Task Added,
Simulation9,EDD + PST,31.00,D-2,N/A,N/A,Idle Start,
Simulation9,EDD + PST,31.26,C-2,O-15,T3,Task Complete,"TWT: 15.11, TIT: 16.15"
Simulation9,EDD + PST,31.26,C-2,O-22,T3,Task Start,Process time: 4.93
Simulation9,EDD + PST,31.33,N/A,O-37,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,31.34,B-1,O-15,T2,Task Complete,"TWT: 14.97, TIT: 16.37"
Simulation9,EDD + PST,31.34,N/A,O-15,N/A,Order Finished,
Simulation9,EDD + PST,31.34,B-1,O-22,T2,Task Start,Process time: 2.27
Simulation9,EDD + PST,31.42,N/A,O-38,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,31.81,N/A,O-39,N/A,Order Arrival,4 tasks included
Simulation9,EDD + PST,31.81,D-2,O-39,T4,Order Released,Continuous Release
Simulation9,EDD + PST,31.81,D-2,O-39,T4,Task Added,
Simulation9,EDD + PST,31.81,D-2,N/A,N/A,Idle End,Idle duration: 0.81
Simulation9,EDD + PST,31.81,D-2,O-39,T4,Task Start,Process time: 4.61
Simulation9,EDD + PST,32.00,N/A,O-26,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 11.36, Station B-1: 12.74, Station B-2: 12.28, Station C-1: 14.12, Station C-2: 10.71, Station D-2: 13.28"
Simulation9,EDD + PST,32.00,N/A,O-32,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 11.36, Station B-1: 12.74, Station B-2: 12.28, Station C-1: 14.12, Station C-2: 10.71, Station D-2: 13.28"
Simulation9,EDD + PST,32.00,N/A,O-37,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 11.36, Station B-1: 12.74, Station B-2: 12.28, Station C-1: 14.12, Station C-2: 10.71, Station D-2: 13.28"
Simulation9,EDD + PST,32.00,N/A,O-38,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 5.42, Station A-2: 11.36, Station B-1: 12.74, Station B-2: 12.28, Station C-1: 14.12, Station C-2: 10.71, Station D-2: 13.28"
Simulation9,EDD + PST,32.00,N/A,O-29,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 11.36, Station B-1: 12.74, Station B-2: 12.28, Station C-1: 14.12, Station C-2: 10.71, Station D-2: 13.28, Station D-3: 8.17"
Simulation9,EDD + PST,32.00,N/A,O-35,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-2: 11.36, Station B-1: 12.74, Station B-2: 12.28, Station C-1: 14.12, Station C-2: 10.71, Station D-2: 13.28"
Simulation9,EDD + PST,32.00,N/A,O-36,N/A,Order Release Rejected,"Periodic Release - Overloaded Stations: Station A-1: 5.42, Station A-2: 11.36, Station B-1: 12.74, Station B-2: 12.28, Station C-1: 14.12, Station C-2: 10.71, Station D-2: 13.28"
Simulation9,EDD + PST,32.31,C-1,O-28,T3,Task Complete,"TWT: 18.09, TIT: 14.22"
Simulation9,EDD + PST,32.31,C-1,O-30,T3,Task Start,Process time: 2.01
Simulation9,EDD + PST,32.39,N/A,O-40,N/A,Order Arrival,3 tasks included
Simulation9,EDD + PST,32.43,N/A,O-41,N/A,Order Arrival,4 tasks included
Simulation9,EDD + PST,32.87,N/A,O-42,N/A,Order Arrival,1 tasks included
Simulation9,EDD + PST,32.96,A-2,O-27,T1,Task Complete,"TWT: 27.50, TIT: 5.46"
Simulation9,EDD + PST,32.96,B-1,O-27,T2,Task Added,
Simulation9,EDD + PST,32.96,C-1,O-27,T3,Task Added,
Simulation9,EDD + PST,32.96,A-2,O-13,T1,Task Start,Process time: 0.25
Simulation9,EDD + PST,33.21,A-2,O-13,T1,Task Complete,"TWT: 27.75, TIT: 5.46"
Simulation9,EDD + PST,33.21,B-1,O-13,T2,Task Added,
Simulation9,EDD + PST,33.21,C-1,O-13,T3,Task Added,
Simulation9,EDD + PST,33.21,A-2,O-31,T1,Task Start,Process time: 2.04
Simulation9,EDD + PST,33.40,D-3,O-33,T4,Task Complete,"TWT: 28.70, TIT: 4.70"
Simulation9,EDD + PST,33.40,A-1,O-33,T1,Task Added,
Simulation9,EDD + PST,33.40,D-3,N/A,N/A,Idle Start,
Simulation9,EDD + PST,33.40,D-3,O-42,T4,Order Released,Continuous Release
Simulation9,EDD + PST,33.40,D-3,O-42,T4,Task Added,
Simulation9,EDD + PST,33.40,D-3,N/A,N/A,Idle End,Idle duration: 0.00
Simulation9,EDD + PST,33.40,D-3,O-42,T4,Task Start,Process time: 3.75
Simulation9,EDD + PST,33.61,B-1,O-22,T2,Task Complete,"TWT: 17.24, TIT: 16.37"
Simulation9,EDD + PST,33.61,B-1,O-27,T2,Task Start,Process time: 9.05
Simulation9,EDD + PST,33.89,B-2,O-28,T2,Task Complete,"TWT: 21.20, TIT: 12.69"
Simulation9,EDD + PST,33.89,D-3,O-28,T4,Task Added,
Simulation9,EDD + PST,33.89,B-2,O-30,T2,Task Start,Process time: 2.92
Simulation9,EDD + PST,34.05,A-1,O-25,T1,Task Complete,"TWT: 27.75, TIT: 6.30"
Simulation9,EDD + PST,34.05,B-2,O-25,T2,Task Added,
Simulation9,EDD + PST,34.05,C-2,O-25,T3,Task Added,
